date,code,name,p_close,open,high,low,close,volume,売買代金,値幅制限,時価総額_百万円,発行済株式数,配当利回り,配当,per,pbr,eps,bps,最低購入代金,単元株数,年初来高値,年初来安値,信用買残,信用買残前週比,信用売残,信用売残前週比,貸借倍率,get
--:--,1444,(株)ニッソウ,"2,310",---,---,---,---,---,(,05/14,"2,146","929,000",0.00,0.00,15.69,2.26,147.26,"1,021.67","231,000",100,"2,650","2,071",---,(,--/--,),(,2021/05/16 12:36:55
--:--,1736,(株)オーテック,"2,331",---,---,---,---,---,(,05/14,"13,629","5,700,000",3.22,75.00,10.64,0.78,285.73,"3,143.85","233,100",100,"2,463","2,200","3,800",-100,0,0,0.00,2021/05/16 12:19:17
--:--,1787,(株)ナカボーテック,"5,550",---,---,---,---,---,(,05/14,"14,470","2,602,500",2.88,160.00,23.57,1.80,235.47,"3,079.18","555,000",100,"7,550","4,255","4,900",0,0,0,0.00,2021/05/16 12:20:21
--:--,1788,(株)三東工業社,"2,531",---,---,---,---,---,(,05/14,"1,820","686,000",1.78,45.00,16.72,0.56,151.35,"4,485.06","253,100",100,"2,699","2,180","1,300",+500,0,0,0.00,2021/05/16 12:20:19
--:--,1897,金下建設(株),"3,575",---,---,---,---,---,(,05/14,"13,875","3,806,660",1.40,50.00,77.08,0.45,46.38,"7,955.42","357,500",100,"3,805","3,250",500,-100,0,0,0.00,2021/05/16 12:21:27
--:--,1981,(株)協和日成,"1,030",---,---,---,---,---,(,05/14,"12,744","11,800,000",2.91,30.00,6.82,0.72,151.05,"1,425.71","103,000",100,"1,120",874,"2,300",+200,0,0,0.00,2021/05/16 12:26:11
--:--,1997,暁飯島工業(株),"1,500",---,---,---,---,---,(,05/14,"3,333","2,200,000",2.67,40.00,7.45,0.56,201.42,"2,679.03","150,000",100,"1,555","1,419","12,400",-100,0,0,0.00,2021/05/16 12:26:06
--:--,1999,サイタホールディングス(株),"2,160",---,---,---,---,---,(,05/14,"1,534","661,000",2.31,50.00,5.92,0.38,808.94,"6,118.35","216,000",100,"2,350","1,910",---,(,--/--,),(,2021/05/16 12:25:54
--:--,2137,(株)光ハイツ・ヴェラス,761,---,---,---,---,---,(,05/14,"1,734","2,089,200",---,(,倍,倍,(,(,(,株,(,(,---,(,--/--,),(,2021/05/16 12:27:13
--:--,2349,(株)エヌアイデイ,"1,380",---,---,---,---,---,(,05/14,"18,222","13,109,490",1.59,22.00,11.70,1.07,105.85,"1,336.00","138,000",100,"1,460","1,349","36,200","-2,500",0,0,0.00,2021/05/16 12:33:30
--:--,2449,(株)プラップジャパン,"1,315",---,---,---,---,---,(,05/14,"6,176","4,679,010",3.04,40.00,(,(,),),),用語,),),"4,200",-400,0,0,0.00,2021/05/16 12:35:14
--:--,2708,(株)久世,727,---,---,---,---,---,(,05/14,"2,811","3,882,500",0.00,0.00,(,(,),),),用語,),),"20,200",-300,0,0,0.00,2021/05/16 12:37:06
--:--,2747,北雄ラッキー(株),"3,100",---,---,---,---,---,(,05/14,"3,971","1,264,640",1.61,50.00,15.07,0.77,205.70,"4,007.34","310,000",100,"3,600","3,030","2,600",+100,0,0,0.00,2021/05/16 12:42:51
--:--,2976,日本グランデ(株),771,---,---,---,---,---,(,05/14,962,"1,203,500",1.30,10.00,6.76,0.64,51.52,"1,388.29","77,100",100,920,710,---,(,--/--,),(,2021/05/16 12:49:42
--:--,3055,(株)ほくやく・竹山ホールディングス,729,---,---,---,---,---,(,05/14,"18,178","24,400,000",2.06,15.00,10.65,0.31,64.74,"2,346.36","72,900",100,781,715,---,(,--/--,),(,2021/05/16 12:52:26
--:--,3353,(株)メディカル一光グループ,"2,800",---,---,---,---,---,(,05/14,"11,600","4,070,000",1.43,40.00,12.09,1.00,231.62,"2,791.69","280,000",100,"4,670","2,765","6,000",0,0,0,0.00,2021/05/16 13:02:53
--:--,3437,特殊電極(株),"2,200",---,---,---,---,---,(,05/14,"3,532","1,602,000",1.61,36.00,9.50,0.62,231.49,"3,642.38","220,000",100,"2,370","2,080","3,400",+200,0,0,0.00,2021/05/16 13:05:15
--:--,3442,(株)ＭＩＥコーポレーション,750,---,---,---,---,---,(,05/14,907,"1,209,000",0.00,0.00,5.90,0.63,(,(,(,株,(,(,---,(,--/--,),(,2021/05/16 13:03:34
--:--,3494,(株)マリオン,"1,360",---,---,---,---,---,(,05/14,"2,179","1,602,200",0.66,9.00,30.42,0.57,44.71,"2,475.82","136,000",100,"1,465","1,003","6,600",+400,0,0,0.00,2021/05/16 13:07:40
--:--,3600,(株)フジックス,"1,705",---,---,---,---,---,(,05/14,"2,537","1,468,093",3.67,62.50,13.73,0.28,-95.88,"6,324.44","170,500",100,"1,763","1,559","8,300",0,0,0,0.00,2021/05/16 13:40:11
--:--,4102,丸尾カルシウム(株),"1,456",---,---,---,---,---,(,05/14,"3,521","2,355,200",2.06,30.00,24.82,0.34,58.66,"4,232.12","145,600",100,"1,541","1,368","1,100",0,0,0,0.00,2021/05/16 13:25:30
--:--,4247,ポバール興業(株),"1,350",---,---,---,---,---,(,05/14,"3,557","2,634,800",2.22,30.00,13.63,0.70,84.26,"1,951.11","135,000",100,"1,450","1,020",---,(,--/--,),(,2021/05/16 13:31:02
--:--,4365,松本油脂製薬(株),"10,390",---,---,---,---,---,(,05/14,"47,067","4,512,651",2.41,250.00,16.81,0.60,(,(,(,株,(,(,"4,600",+100,0,0,0.00,2021/05/16 13:30:04
--:--,4624,イサム塗料(株),"3,400",---,---,---,---,---,(,05/14,"8,160","2,400,000",1.47,50.00,14.09,0.42,241.30,"8,096.16","340,000",100,"3,485","3,090","18,700",0,0,0,0.00,2021/05/16 13:45:05
--:--,4628,エスケー化研(株),"39,750",---,---,---,---,---,(,05/14,"123,824","3,134,777",1.01,400.00,14.58,0.88,"2,725.93","45,328.61","3,975,000",100,"42,000","37,850","1,000",+200,0,0,0.00,2021/05/16 13:45:00
--:--,4705,(株)クリップコーポレーション,859,---,---,---,---,---,(,05/14,"3,892","4,536,000",4.66,40.00,16.54,0.61,51.95,"1,412.38","85,900",100,928,733,"2,800",0,0,0,0.00,2021/05/16 13:47:01
--:--,4734,(株)ビーイング,896,---,---,---,---,---,(,05/14,"7,415","8,257,600",---,(,--:--,05/12,BPS,最低購入代金,単元株数,908,年初来安値,※参考指標のリンクは、IFIS株予報のページへ移動します。,"4,100",+100,0,0,0.00,2021/05/16 13:48:44
--:--,4827,ビジネス・ワンホールディングス(株),416,---,---,---,---,---,(,05/14,"1,734","4,148,900",0.96,4.00,3.92,0.57,106.05,732.47,"41,600",100,432,370,---,(,--/--,),(,2021/05/16 13:51:45
--:--,4995,サンケイ化学(株),"1,030",---,---,---,---,---,(,05/14,"1,122","1,019,700",1.84,19.00,6.72,0.37,153.36,"2,788.17","103,000",100,"1,150",966,---,(,--/--,),(,2021/05/16 13:56:52
--:--,5189,櫻護謨(株),"4,000",---,---,---,---,---,(,05/14,"4,149","1,012,000",---,(,--:--,05/13,),),),用語,),),400,0,0,0,0.00,2021/05/16 13:59:38
--:--,5935,元旦ビューティ工業(株),"3,905",---,---,---,---,---,(,05/14,"3,048","771,606",1.66,65.00,28.00,0.65,286.78,"5,861.20","390,500",100,"4,260","3,720",300,0,0,0,0.00,2021/05/16 14:09:30
--:--,5953,昭和鉄工(株),"1,901",---,---,---,---,---,(,05/14,"1,731","897,000",2.63,50.00,6.03,0.29,315.47,"6,547.77","190,100",100,"1,980","1,798",---,(,--/--,),(,2021/05/16 14:11:17
--:--,5964,東洋刃物(株),875,---,---,---,---,---,(,05/14,"1,679","1,865,900",2.29,20.00,11.41,0.67,174.35,"1,349.99","87,500",100,933,724,700,-400,0,0,0.00,2021/05/16 14:10:28
--:--,5979,カネソウ(株),"4,100",---,---,---,---,---,(,05/14,"5,904","1,440,000",3.66,150.00,27.80,0.43,193.16,"9,596.82","410,000",100,"4,200","4,015",---,(,--/--,),(,2021/05/16 14:09:37
--:--,6022,(株)赤阪鐵工所,"1,599",---,---,---,---,---,(,05/14,"2,462","1,540,000",---,(,--:--,05/11,),),),用語,),),600,-100,0,0,0.00,2021/05/16 14:14:23
--:--,6042,(株)ニッキ,"1,858",---,---,---,---,---,(,05/14,"3,800","2,000,000",2.96,55.00,13.78,0.47,63.07,"4,306.15","185,800",100,"1,933","1,675","3,700",-100,0,0,0.00,2021/05/16 14:13:22
--:--,6267,ゼネラルパッカー(株),"2,197",---,---,---,---,---,(,05/14,"3,921","1,798,800",2.73,60.00,7.26,0.82,302.82,"2,686.86","219,700",100,"2,228","1,975","2,100","-1,100",0,0,0.00,2021/05/16 14:23:01
--:--,6346,キクカワエンタープライズ(株),"4,000",---,---,---,---,---,(,05/14,"5,260","1,320,000",2.50,100.00,16.45,0.46,243.13,"8,742.33","400,000",100,"4,795","3,410","5,400",+200,0,0,0.00,2021/05/16 14:25:59
--:--,6648,(株)かわでん,"2,596",---,---,---,---,---,(,05/14,"11,109","4,192,000",3.08,80.00,16.63,0.56,156.09,"4,644.23","259,600",100,"2,687","2,309","22,500",+500,0,0,0.00,2021/05/16 14:39:58
--:--,6898,トミタ電機(株),"1,295",---,---,---,---,---,(,05/14,"1,078","816,979",0.00,0.00,427.39,0.28,3.03,"4,705.27","129,500",100,"1,660","1,210","42,400",0,0,0,0.00,2021/05/16 14:44:13
--:--,7021,(株)ニッチツ,"1,450",---,---,---,---,---,(,05/14,"3,191","2,130,000",2.07,30.00,23.04,0.27,62.93,"5,295.64","145,000",100,"1,530","1,340","11,700","+3,100",0,0,0.00,2021/05/16 14:47:08
--:--,7265,エイケン工業(株),"2,783",---,---,---,---,---,(,05/14,"3,440","1,240,000",4.13,115.00,9.21,0.55,302.03,"5,100.24","278,300",100,"2,850","2,322","14,000","-1,100",0,0,0.00,2021/05/16 14:56:48
--:--,7273,(株)イクヨ,"1,194",---,---,---,---,---,(,05/14,"1,886","1,538,500",---,(,--:--,04/26,),),),用語,),),"30,000",0,0,0,0.00,2021/05/16 14:53:52
--:--,7413,(株)創健社,"2,052",---,---,---,---,---,(,05/14,"1,446","705,500",0.73,15.00,29.92,1.37,12.86,"1,512.01","205,200",100,"2,247","2,000","6,200",-300,0,0,0.00,2021/05/16 15:00:57
--:--,7446,東北化学薬品(株),"3,680",---,---,---,---,---,(,05/14,"3,658","960,000",2.45,90.00,12.28,0.57,299.76,"6,467.34","368,000",100,"4,120","2,966","8,200",-400,0,0,0.00,2021/05/16 15:02:30
--:--,7509,アイエーグループ(株),"3,640",---,---,---,---,---,(,05/14,"6,006","1,645,360",3.30,120.00,(,(,2022/03,2020/03,05/10,年初来高値,21/04/22,21/02/03,"6,600",0,0,0,0.00,2021/05/16 15:05:22
--:--,7515,(株)マルヨシセンター,"3,085",---,---,---,---,---,(,05/14,"2,884","934,999",0.97,30.00,11.46,1.19,269.29,"2,602.61","308,500",100,"3,440","2,971","1,700",+300,0,0,0.00,2021/05/16 15:04:45
--:--,7531,清和中央ホールディングス(株),"2,750",---,---,---,---,---,(,05/14,"10,786","3,922,000",0.80,22.00,25.04,0.78,109.81,"3,567.44","275,000",100,"4,045","2,655","1,600",0,0,0,0.00,2021/05/16 15:06:29
--:--,7597,東京貴宝(株),"1,848",---,---,---,---,---,(,05/14,864,"447,856",2.16,40.00,(,(,2022/03,----/--,05/13,年初来高値,21/03/25,21/05/13,"1,700",0,0,0,0.00,2021/05/16 15:07:03
--:--,7677,(株)ヤシマキザイ,"1,879",---,---,---,---,---,(,05/14,"5,509","2,880,000",1.33,25.00,25.37,0.60,35.21,"3,165.84","187,900",100,"2,169","1,832","13,300",-100,0,0,0.00,2021/05/16 15:10:20
--:--,7758,(株)セコニック,"1,077",---,---,---,---,---,(,05/14,"2,077","1,880,000",---,(,--:--,05/12,),),),用語,),),"7,200",-300,0,0,0.00,2021/05/16 15:13:18
--:--,7857,セキ(株),"1,600",---,---,---,---,---,(,05/14,"7,664","4,508,000",---,(,--:--,05/12,),),),用語,),),0,0,0,0,0.00,2021/05/16 15:18:06
--:--,7870,福島印刷(株),417,---,---,---,---,---,(,05/14,"2,502","6,000,000",2.88,12.00,24.78,0.51,16.83,810.97,"41,700",100,426,384,---,(,--/--,),(,2021/05/16 15:17:19
--:--,7903,名古屋木材(株),"4,315",---,---,---,---,---,(,05/14,"1,726","400,000",0.00,0.00,11.89,0.79,(,(,(,株,(,(,---,(,--/--,),(,2021/05/16 15:18:33
--:--,7950,日本デコラックス(株),"5,730",---,---,---,---,---,(,05/14,"5,117","893,000",2.79,240.00,19.39,0.32,393.99,"18,257.75","573,000",100,"5,800","5,200",---,(,--/--,),(,2021/05/16 15:22:01
--:--,7957,フジコピアン(株),"1,549",---,---,---,---,---,(,05/14,"2,790","1,789,487",2.58,40.00,19.76,0.23,78.38,"6,678.30","154,900",100,"1,665","1,367",600,-500,0,0,0.00,2021/05/16 15:21:38
--:--,8072,日本出版貿易(株),"1,313",---,---,---,---,---,(,05/14,918,"700,000",---,(,--:--,05/10,BPS,最低購入代金,単元株数,"1,411",年初来安値,※参考指標のリンクは、IFIS株予報のページへ移動します。,"2,400",0,0,0,0.00,2021/05/16 15:27:12
--:--,8594,中道リース(株),430,---,---,---,---,---,(,05/14,"3,784","8,679,800",1.40,6.00,7.41,0.37,58.06,"1,153.68","43,000",100,450,424,---,(,--/--,),(,2021/05/16 15:39:23
--:--,8995,(株)誠建設工業,621,---,---,---,---,---,(,05/14,"1,251","2,012,000",4.03,25.00,11.36,0.36,(,(,(,株,(,(,"7,900",+700,0,0,0.00,2021/05/16 15:46:34
--:--,9040,大宝運輸(株),"3,130",---,---,---,---,---,(,05/14,"2,419","756,000",3.19,100.00,15.57,0.38,200.97,"8,141.16","313,000",100,"3,270","2,920",---,(,--/--,),(,2021/05/16 15:49:32
--:--,9049,京福電気鉄道(株),"2,775",---,---,---,---,---,(,05/14,"5,550","2,000,000",---,(,--:--,05/12,BPS,最低購入代金,単元株数,"3,005",年初来安値,※参考指標のリンクは、IFIS株予報のページへ移動します。,500,0,0,0,0.00,2021/05/16 15:48:50
--:--,9063,岡山県貨物運送(株),"2,839",---,---,---,---,---,(,05/14,"6,180","2,200,000",2.47,70.00,4.72,0.32,601.78,"8,909.25","283,900",100,"2,888","2,272","6,800","-3,300",0,0,0.00,2021/05/16 15:50:45
--:--,9085,北海道中央バス(株),"3,450",---,---,---,---,---,(,05/14,"10,980","3,146,000",---,(,--:--,05/10,BPS,最低購入代金,単元株数,"3,665",年初来安値,※参考指標のリンクは、IFIS株予報のページへ移動します。,---,(,--/--,),(,2021/05/16 15:52:33
--:--,9087,タカセ(株),"2,089",---,---,---,---,---,(,05/14,"2,213","1,054,513",2.39,50.00,29.66,0.33,161.01,"6,302.75","208,900",100,"2,180","1,977","26,700",-100,0,0,0.00,2021/05/16 15:52:27
--:--,9355,(株)リンコーコーポレーション,"1,943",---,---,---,---,---,(,05/14,"5,400","2,700,000",0.00,0.00,(,(,),),),用語,),),800,0,0,0,0.00,2021/05/16 15:55:34
--:--,9407,(株)ＲＫＢ毎日ホールディングス,"6,100",---,---,---,---,---,(,05/14,"15,165","2,240,000",1.23,75.00,29.07,0.40,209.83,"15,426.84","610,000",100,"6,250","6,000",---,(,--/--,),(,2021/05/16 15:57:27
--:--,9408,(株)新潟放送,"1,253",---,---,---,---,---,(,05/14,"7,530","6,000,000",0.80,10.00,11.56,0.44,108.35,"2,877.47","125,300",100,"1,278","1,182",800,0,0,0,0.00,2021/05/16 15:57:26
--:--,9441,(株)ベルパーク,"6,100",---,---,---,---,---,(,05/14,"41,742","6,732,600",2.23,136.00,13.49,1.42,452.16,"4,303.76","610,000",100,"7,200","6,010","1,000",-100,0,0,0.00,2021/05/16 15:58:25
--:--,9637,オーエス(株),"3,015",---,---,---,---,---,(,05/14,"9,648","3,200,000",0.83,25.00,26.56,0.92,113.53,"3,261.80","301,500",100,"3,060","2,925","2,900",0,0,0,0.00,2021/05/16 16:02:21
--:--,9647,(株)協和コンサルタンツ,"3,030",---,---,---,---,---,(,05/14,"1,779","586,100",0.99,30.00,10.42,0.84,290.66,"3,604.36","303,000",100,"4,330","3,030","4,600",-300,0,0,0.00,2021/05/16 16:04:21
--:--,9720,(株)ホテル、ニューグランド,"3,795",---,---,---,---,---,(,05/14,"4,584","1,181,448",0.00,0.00,(,(,2021/11,----/--,05/13,年初来高値,21/03/16,21/02/08,400,-100,0,0,0.00,2021/05/16 16:04:26
--:--,9818,大丸エナウィン(株),"1,400",---,---,---,---,---,(,05/14,"11,305","8,046,500",1.46,19.00,17.78,0.86,81.37,"1,663.56","140,000",100,"1,559","1,303",700,-200,0,-100,0.00,2021/05/16 16:09:18
--:--,9895,(株)コンセック,"1,246",---,---,---,---,---,(,05/14,"2,319","1,864,011",2.01,25.00,26.29,0.31,68.57,"4,180.28","124,600",100,"1,335","1,129","8,100",-300,0,0,0.00,2021/05/16 16:06:54
--:--,9914,(株)植松商会,716,---,---,---,---,---,(,05/14,"1,675","2,340,000",1.40,10.00,44.25,0.57,16.18,"1,255.15","71,600",100,885,705,"203,300",+600,0,0,0.00,2021/05/16 16:11:16
--:--,9964,(株)アイ・テック,"1,564",---,---,---,---,---,(,05/14,"17,662","11,300,000",1.92,40.00,16.13,0.44,148.67,"3,616.03","156,400",100,"1,650","1,370","2,900",-400,0,0,0.00,2021/05/16 16:13:08
--:--,9976,(株)セキチュー,"1,653",---,---,---,---,---,(,05/14,"9,536","5,586,150",1.21,20.00,89.01,0.86,18.57,"1,920.21","165,300",100,"2,150","1,620","10,300",-400,0,0,0.00,2021/05/16 16:12:30
05/14,1301,(株)極洋,"2,933","2,998","3,000","2,938","2,948","38,500","114,216","2,433～3,435","32,217","10,928,283",2.37,70.00,10.57,0.83,325.35,"3,753.90","294,800",100,"3,305","2,858","31,900","+3,300","13,200",+900,2.42,2021/05/16 12:15:59
05/14,1332,日本水産(株),537,540,550,515,518,"3,358,000","1,765,323",437～637,"161,839","312,430,277",1.83,9.50,10.74,0.95,48.21,545.02,"51,800",100,573,416,"696,300","-26,400","195,200","-47,300",3.57,2021/05/16 13:03:21
05/14,1333,マルハニチロ(株),"2,559","2,574","2,593","2,547","2,568","186,200","479,009","2,059～3,060","135,223","52,656,910",1.56,40.00,9.65,0.95,266.05,"2,714.32","256,800",100,"2,795","2,173","80,600","+3,100","26,200","-2,600",3.08,2021/05/16 12:58:08
05/14,1352,(株)ホウスイ,981,989,990,972,972,"1,100","1,078","831～1,131","8,144","8,379,000",2.06,20.00,13.57,1.20,83.60,834.23,"97,200",100,"1,025",941,"12,800",-100,200,0,64.00,2021/05/16 12:58:04
05/14,1375,(株)雪国まいたけ,"1,790","1,809","1,810","1,781","1,790","123,900","222,181","1,390～2,190","71,440","39,910,700",2.35,42.00,15.60,7.74,114.78,231.34,"179,000",100,"2,029","1,656","78,700","-2,800","14,000",0,5.62,2021/05/16 12:58:00
05/14,1376,カネコ種苗(株),"1,530","1,531","1,559","1,531","1,544","6,400","9,873","1,130～1,930","18,177","11,772,626",1.81,28.00,15.66,0.87,98.57,"1,768.28","154,400",100,"1,695","1,530","6,900",+600,100,-100,69.00,2021/05/16 12:57:54
05/14,1377,(株)サカタのタネ,"3,740","3,785","3,850","3,755","3,845","125,700","478,864","3,040～4,440","182,294","47,410,750",0.86,33.00,26.38,1.59,145.75,"2,412.71","384,500",100,"4,145","3,490","37,300","+10,800","149,700","+11,300",0.25,2021/05/16 12:57:52
05/14,1379,ホクト(株),"2,002","2,020","2,038","2,014","2,036","115,300","234,143","1,502～2,502","67,919","33,359,040",2.95,60.00,17.66,1.22,104.86,"1,720.37","203,600",100,"2,203","1,981","62,300","+6,500","30,000",0,2.08,2021/05/16 12:52:46
05/14,1380,(株)秋川牧園,"1,172","1,179","1,194","1,177","1,189","1,200","1,420","872～1,472","4,969","4,179,000",0.42,5.00,30.98,2.60,31.18,460.17,"118,900",100,"1,288","1,119","4,300","-1,100",0,0,0.00,2021/05/16 12:52:42
05/14,1381,(株)アクシーズ,"3,405","3,410","3,410","3,320","3,410","2,600","8,747","2,705～4,105","19,156","5,617,500",2.49,85.00,9.62,1.14,354.35,"2,984.41","341,000",100,"3,585","3,215","17,500",+400,0,0,0.00,2021/05/16 12:52:41
05/14,1382,(株)ホーブ,978,963,985,963,974,"2,500","2,431","828～1,128",742,"762,000",0.00,0.00,13.49,1.39,72.20,702.06,"97,400",100,"1,066",890,"12,000","-2,500",0,0,0.00,2021/05/16 12:52:38
05/14,1383,ベルグアース(株),"2,253","2,246","2,256","2,240","2,256","2,700","6,069","1,753～2,753","2,865","1,269,900",0.44,10.00,31.82,4.56,70.89,494.62,"225,600",100,"2,874","2,184","6,300","-2,800",0,-200,0.00,2021/05/16 12:52:37
05/14,1384,(株)ホクリヨウ,722,735,735,700,700,"20,100","14,320",572～872,"5,921","8,459,000",1.43,10.00,24.36,0.65,28.73,"1,070.06","70,000",100,739,666,"132,300","+4,100",400,0,330.75,2021/05/16 12:52:36
05/14,1400,ルーデン・ホールディングス(株),310,303,317,300,312,"76,100","23,260",230～390,"3,983","12,766,600",0.00,0.00,58.76,1.53,5.31,204.05,"31,200",100,430,276,"352,600","+5,100",0,0,0.00,2021/05/16 12:16:18
05/14,1401,(株)エムビーエス,551,551,551,540,548,"9,600","5,248",451～651,"4,237","7,732,000",0.00,0.00,16.88,1.62,32.47,337.82,"54,800",100,849,更新,"106,300","-2,200",0,0,0.00,2021/05/16 12:16:17
05/14,1407,(株)ウエストホールディングス,"3,010","3,075","3,110","3,010","3,080","236,800","723,703","2,310～3,710","141,765","46,027,488",1.62,50.00,25.85,6.00,119.14,513.61,"308,000",100,"4,192","2,771","497,000","-105,700","43,300","+2,300",11.48,2021/05/16 12:16:16
05/14,1413,(株)ヒノキヤグループ,"2,417","2,517","2,517","2,428","2,452","24,100","59,356","1,917～2,917","33,286","13,575,000",4.08,100.00,8.48,1.49,289.01,"1,643.52","245,200",100,"2,742","1,991","288,100","-16,800",400,-200,720.25,2021/05/16 12:16:14
05/14,1414,ショーボンドホールディングス(株),"4,570","4,640","4,700","4,605","4,665","209,300","977,692","3,870～5,270","264,716","56,745,180",2.11,98.50,23.69,2.83,196.92,"1,651.21","466,500",100,"5,060","4,500","264,600","+34,300","59,400","-5,400",4.45,2021/05/16 12:16:13
05/14,1417,(株)ミライト・ホールディングス,"1,720","1,738","1,760","1,730","1,747","264,600","462,470","1,320～2,120","189,244","108,325,329",2.58,45.00,7.77,0.83,207.06,"2,232.25","174,700",100,"1,913","1,657","157,100","+35,200","24,800","-1,400",6.33,2021/05/16 12:16:12
05/14,1418,インターライフホールディングス(株),214,215,217,214,217,"11,200","2,415",134～294,"4,342","20,010,529",1.84,4.00,41.81,1.09,5.19,199.67,"21,700",100,310,211,"287,700","-5,100","86,000","+1,900",3.35,2021/05/16 12:16:11
05/14,1419,タマホーム(株),"2,344","2,375","2,399","2,348","2,366","411,200","973,400","1,844～2,844","69,692","29,455,800",3.80,90.00,13.40,2.99,176.54,792.41,"236,600",100,"2,644","1,448","367,900","+104,400","555,500","+66,400",0.66,2021/05/16 12:52:34
05/14,1420,サンヨーホームズ(株),724,726,760,726,753,"14,500","10,860",574～874,"9,503","12,620,000",3.32,25.00,16.22,0.57,63.36,"1,531.73","75,300",100,891,714,"19,100",+300,"77,900","+1,500",0.25,2021/05/16 12:47:34
05/14,1429,(株)日本アクア,541,555,555,535,535,"64,500","35,026",441～641,"18,597","34,760,000",3.74,20.00,13.27,2.43,40.31,219.89,"53,500",100,666,更新,"124,600","-7,700","11,800","+1,300",10.56,2021/05/16 12:42:18
05/14,1430,ファーストコーポレーション(株),784,790,811,788,805,"62,200","49,672",634～934,"10,754","13,358,540",3.98,32.00,10.63,1.78,75.76,451.97,"80,500",100,843,681,"83,400","-7,100","6,600",-100,12.64,2021/05/16 12:42:15
05/14,1431,(株)Ｌｉｂ　Ｗｏｒｋ,877,881,882,829,839,"169,100","143,812","727～1,027","19,542","23,292,040",0.55,4.58,49.76,6.05,16.86,138.68,"83,900",100,"1,115",820,"303,000","-43,700","1,500","+1,200",202.00,2021/05/16 12:42:05
05/14,1433,ベステラ(株),"1,502","1,520","1,534","1,503","1,515","22,400","34,085","1,102～1,902","12,693","8,377,900",1.06,16.00,34.62,4.81,43.76,315.08,"151,500",100,"2,020","1,491","100,300","+12,000","16,000",-300,6.27,2021/05/16 12:42:04
05/14,1434,ＪＥＳＣＯホールディングス(株),552,556,569,554,563,"48,500","27,241",452～652,"3,741","6,643,900",2.13,12.00,14.26,1.07,39.48,528.54,"56,300",100,677,505,"288,700","-4,100","1,700","-2,900",169.82,2021/05/16 12:37:05
05/14,1435,(株)Ｒｏｂｏｔ　Ｈｏｍｅ,164,214,ストップ高,用語,214,用語,用語,用語,"19,501","91,127,000",0.00,0.00,69.71,2.64,3.07,81.11,"21,400",100,更新,用語,"1,766,600","+75,400","192,500",0,9.18,2021/05/16 12:37:01
05/14,1436,(株)フィット,921,944,948,930,932,"10,700","10,063","771～1,071","3,992","4,282,800",1.07,10.00,22.94,0.91,40.63,"1,025.44","93,200",100,"1,814",911,"149,600","+9,500",0,0,0.00,2021/05/16 12:37:00
05/14,1438,(株)岐阜造園,"2,000","2,000","2,000","2,000","2,000",400,800,"1,500～2,500","3,204","1,601,800",1.75,35.00,17.80,1.09,139.23,"1,886.22","200,000",100,"2,200","1,435",---,(,--/--,),(,2021/05/16 12:36:58
05/14,1439,(株)安江工務店,"1,097","1,127","1,138","1,110","1,124","4,100","4,626","797～1,397","1,482","1,318,620",2.22,25.00,20.14,1.04,55.81,"1,057.30","112,400",100,"1,373",945,"44,500","-5,400",0,0,0.00,2021/05/16 12:36:57
05/14,1443,技研ホールディングス(株),289,292,294,289,294,"48,000","14,001",209～369,"4,774","16,237,977",0.34,1.00,5.97,0.54,49.27,547.05,"29,400",100,342,286,"616,100","-1,900",0,-100,0.00,2021/05/16 12:36:56
05/14,1446,(株)キャンディル,530,530,532,527,528,"20,600","10,901",430～630,"5,662","10,724,200",1.14,6.00,(,(,),),),用語,),),"68,300","+5,500","13,900",-200,4.91,2021/05/16 12:36:53
05/14,1447,ＩＴｂｏｏｋホールディングス(株),369,370,375,368,375,"180,100","66,947",289～449,"8,049","21,464,001",---,(,--:--,05/14,),),),用語,),),"2,400,500","-18,000",0,0,0.00,2021/05/16 12:31:53
05/14,1448,(株)スペースバリューホールディングス,728,724,773,724,751,"112,600","84,938",578～878,"26,703","35,556,584",2.00,15.00,79.98,1.01,39.59,734.38,"75,100",100,826,663,"2,096,100","+2,200","68,100",+600,30.78,2021/05/16 12:26:37
05/14,1449,(株)ＦＵＪＩジャパン,612,593,600,584,600,"1,100",656,512～712,"1,278","2,130,000",1.17,7.00,19.36,3.87,30.99,154.93,"60,000",100,630,350,---,(,--/--,),(,2021/05/16 12:26:25
05/14,1450,田中建設工業(株),"2,456","2,469","2,492","2,460","2,492","3,400","8,426","1,956～2,956","10,840","4,349,800",2.41,60.00,12.46,2.41,199.10,"1,099.35","249,200",100,"2,780","2,260","45,900",+900,0,0,0.00,2021/05/16 12:26:24
05/14,1451,(株)ＫＨＣ,606,609,609,601,605,"6,300","3,811",506～706,"2,387","3,945,650",5.45,33.00,6.81,0.42,88.80,"1,447.49","60,500",100,641,521,"54,800",-100,0,0,0.00,2021/05/16 12:26:23
05/14,1491,中外鉱業(株),33,34,35,33,34,"2,719,100","92,064",3～63,"9,851","289,747,982",0.00,0.00,56.67,1.53,0.14,22.68,"3,400",100,45,29,"4,148,000","+136,700",0,0,0.00,2021/05/16 12:16:21
