date,code,name,p_close,open,high,low,close,volume,売買代金,値幅制限,時価総額_百万円,発行済株式数,配当利回り,配当,per,pbr,eps,bps,最低購入代金,単元株数,年初来高値,年初来安値,信用買残,信用買残前週比,信用売残,信用売残前週比,貸借倍率,get
05/14,1911,住友林業(株),"2,175","2,202","2,229","2,173","2,224","927,000","2,046,807","1,675～2,675","406,547","182,799,936",2.25,50.00,8.41,1.03,264.53,"2,161.46","222,400",100,"2,582","1,910","588,600","+57,600","122,700","+4,600",4.80,2021/05/16 12:23:26
05/14,1914,日本基礎技術(株),504,509,516,509,511,"56,200","28,895",404～604,"15,763","30,846,400",1.96,10.00,36.92,0.55,9.30,956.43,"51,100",100,534,462,"156,200","-3,100","14,400","-6,200",10.85,2021/05/16 12:23:25
05/14,1921,(株)巴コーポレーション,370,379,390,370,373,"47,600","18,051",290～450,"15,205","40,763,046",2.14,8.00,14.76,0.44,37.90,888.68,"37,300",100,427,368,"179,000","+12,800","2,600",-500,68.85,2021/05/16 12:23:23
05/14,1925,大和ハウス工業(株),"3,256","3,270","3,355","3,220","3,262","2,091,500","6,853,342","2,556～3,956","2,173,269","666,238,205",3.56,116.00,11.78,1.19,276.97,"2,735.78","326,200",100,"3,499","2,911","546,500","+11,800","41,800","-8,800",13.07,2021/05/16 12:23:23
05/14,1926,ライト工業(株),"1,721","1,801","1,832","1,786","1,820","346,600","629,366","1,321～2,121","105,204","57,804,450",2.80,51.00,10.90,1.24,166.91,"1,463.01","182,000",100,"1,969","1,616","157,300","-1,300","30,300",-200,5.19,2021/05/16 12:23:21
05/14,1928,積水ハウス(株),"2,218","2,253","2,286.5","2,243.5","2,275.5","1,560,100","3,541,320","1,718～2,718","1,557,997","684,683,466",3.78,86.00,11.48,1.17,198.26,"1,948.12","227,550",100,"2,438","1,990","141,100","+1,900","115,600","-52,700",1.22,2021/05/16 12:23:20
05/14,1929,日特建設(株),777,780,794,780,782,"41,600","32,717",627～927,"34,345","43,919,291",3.71,29.00,11.13,1.14,70.25,686.19,"78,200",100,872,759,"193,200",-100,"2,100",+400,92.00,2021/05/16 12:23:19
05/14,1930,北陸電気工事(株),"1,154","1,170","1,204","1,162","1,193","21,600","25,695","854～1,454","29,789","24,969,993",2.51,30.00,9.28,0.72,128.61,"1,648.24","119,300",100,"1,346","1,120","13,200","-1,100","1,600",+200,8.25,2021/05/16 12:23:17
05/14,1934,(株)ユアテック,740,750,764,750,759,"82,900","62,899",590～890,"54,818","72,224,462",2.64,20.00,9.69,0.44,78.31,"1,732.08","75,900",100,981,740,"331,300","-1,200","4,100",+500,80.80,2021/05/16 12:23:16
05/14,1938,日本リーテック(株),"1,670","1,710","1,710","1,571","1,617","43,500","70,257","1,270～2,070","41,424","25,617,717",1.67,27.00,16.74,0.74,96.62,"2,172.34","161,700",100,"2,669",更新,"51,800","-1,900","38,000",0,1.36,2021/05/16 12:23:14
05/14,1939,(株)四電工,"3,190","3,190","3,270","3,190","3,240","4,700","15,271","2,490～3,890","26,334","8,127,735",3.70,120.00,6.87,0.49,471.48,"6,565.91","324,000",100,"3,370","2,575","40,300","+14,000","5,200","+4,100",7.75,2021/05/16 12:23:13
05/14,1941,(株)中電工,"2,293","2,325","2,331","2,317","2,318","39,100","90,827","1,793～2,793","134,764","58,138,117",4.49,104.00,18.11,0.60,127.99,"3,870.58","231,800",100,"2,540","2,125","70,000","-1,200","18,300","+1,900",3.83,2021/05/16 12:23:12
05/14,1942,(株)関電工,919,927,932,916,916,"228,100","210,116","769～1,069","188,044","205,288,338",3.06,28.00,9.17,0.69,99.87,"1,323.90","91,600",100,"1,055",857,"70,500","+8,000","46,700","-8,300",1.51,2021/05/16 12:23:11
05/14,1944,(株)きんでん,"1,793","1,833","1,856","1,825","1,847","256,500","473,541","1,393～2,193","378,896","205,141,080",1.89,35.00,14.39,0.77,128.33,"2,400.90","184,700",100,"1,975","1,640","12,600","+6,700","36,600",0,0.34,2021/05/16 12:23:10
05/14,1945,(株)東京エネシス,928,938,949,932,938,"34,500","32,466","778～1,078","34,952","37,261,752",---,(,--:--,05/14,BPS,最低購入代金,単元株数,"1,084",年初来安値,※参考指標のリンクは、IFIS株予報のページへ移動します。,"109,300","+4,300","2,200","+1,300",49.68,2021/05/16 12:22:58
05/14,1946,(株)トーエネック,"3,710","3,750","3,835","3,740","3,755","6,500","24,529","3,010～4,410","72,584","19,329,990",3.06,115.00,9.75,0.59,385.24,"6,405.63","375,500",100,"4,200","3,580","5,600","+1,600",800,+300,7.00,2021/05/16 12:16:25
05/14,1948,(株)弘電社,"4,875","5,020","5,030","4,980","5,010","2,600","13,028","4,175～5,580","8,988","1,794,000",4.39,220.00,8.71,0.48,575.37,"10,483.18","501,000",100,"5,470","4,700","14,300",-500,0,0,0.00,2021/05/16 12:25:11
05/14,1949,住友電設(株),"2,304","2,330","2,361","2,325","2,330","32,500","76,072","1,804～2,804","83,032","35,635,879",3.18,74.00,10.77,1.00,216.43,"2,331.62","233,000",100,"2,760","2,252","73,100","+13,500","3,100",-300,23.58,2021/05/16 12:25:10
05/14,1950,日本電設工業(株),"1,694","1,743","1,775","1,729","1,754","79,000","138,815","1,294～2,094","107,936","61,537,219",1.77,31.00,22.46,0.63,78.08,"2,790.54","175,400",100,"2,117","1,690","70,400","-2,400","70,700","+59,700",1.00,2021/05/16 12:25:09
05/14,1951,(株)協和エクシオ,"2,850","2,899","2,929","2,885","2,904","154,000","447,376","2,350～3,350","342,127","117,812,419",2.82,82.00,14.71,1.20,217.40,"2,576.78","290,400",100,"3,065","2,685","91,300","+5,000","26,900",+300,3.39,2021/05/16 12:25:08
05/14,1952,新日本空調(株),"2,100","2,127","2,164","2,127","2,137","20,800","44,574","1,600～2,600","51,891","24,282,225",3.04,65.00,11.29,0.98,189.20,"2,173.81","213,700",100,"2,630","2,100","13,800","-2,200","23,300",0,0.59,2021/05/16 12:25:07
05/14,1954,日本工営(株),"2,983","3,035","3,060","3,010","3,010","8,900","26,927","2,483～3,485","48,004","15,948,054",2.49,75.00,22.76,0.82,224.79,"4,193.67","301,000",100,"3,255","2,675","21,300",-200,"11,100","-1,100",1.92,2021/05/16 12:24:56
05/14,1959,(株)九電工,"3,610","3,645","3,665","3,600","3,600","156,600","566,177","2,910～4,310","255,114","70,864,961",2.78,100.00,10.00,1.16,359.94,"3,102.61","360,000",100,"4,325","3,135","35,600","+19,300","8,700","-4,700",4.09,2021/05/16 12:24:29
05/14,1960,(株)サンテック,680,680,693,680,692,400,276,580～780,"11,764","17,000,000",3.47,24.00,22.94,0.37,30.16,"1,851.43","69,200",100,807,641,"898,800","-11,700",0,0,0.00,2021/05/16 12:24:28
05/14,1961,三機工業(株),"1,383","1,400","1,412","1,396","1,405","86,200","121,143","1,083～1,683","83,824","59,661,156",5.69,80.00,13.66,0.93,123.42,"1,611.76","140,500",100,"1,540","1,190","164,000","+13,300","43,300","-6,000",3.79,2021/05/16 12:24:26
05/14,1963,日揮ホールディングス(株),"1,064","1,041","1,052","1,022","1,024","4,963,700","5,139,909","764～1,364","265,436","259,214,827",1.46,15.00,19.89,0.62,51.49,"1,652.19","102,400",100,"1,488",933,"1,542,700","-1,300","289,700","+7,900",5.33,2021/05/16 12:24:25
05/14,1964,中外炉工業(株),"2,015","2,065","2,106","2,013","2,040","40,100","82,189","1,515～2,515","15,912","7,800,000",2.94,60.00,48.94,0.78,78.15,"2,824.02","204,000",100,"2,332","1,571","121,100","-5,600","18,800","-7,500",6.44,2021/05/16 12:24:23
05/14,1965,(株)テクノ菱和,890,898,898,883,887,"6,500","5,782","740～1,040","20,302","22,888,604",3.16,28.00,12.87,0.47,68.90,"1,896.12","88,700",100,913,859,"3,000",+100,0,-600,0.00,2021/05/16 12:24:22
05/14,1966,(株)高田工業所,787,730,730,698,702,"154,700","110,082",637～937,"5,069","7,220,950",1.42,10.00,5.55,0.41,126.41,"1,724.42","70,200",100,991,更新,"239,700","-4,400","1,100","-1,300",217.91,2021/05/16 12:24:21
05/14,1967,(株)ヤマト,684,691,697,687,687,"19,500","13,472",584～784,"18,499","26,927,652",2.18,15.00,8.09,0.56,84.97,"1,231.40","68,700",100,760,645,"43,000","-5,600",600,0,71.67,2021/05/16 12:24:20
05/14,1968,太平電業(株),"2,598","2,650","2,671","2,649","2,653","31,600","83,976","2,098～3,100","53,967","20,341,980",3.02,80.00,8.40,0.71,300.02,"3,786.40","265,300",100,"2,844","2,309","28,900",+100,"1,200",+100,24.08,2021/05/16 12:24:17
05/14,1969,高砂熱学工業(株),"1,658","1,679","1,689","1,672","1,682","81,300","136,795","1,258～2,058","118,143","70,239,402",3.33,56.00,11.93,0.94,158.81,"1,907.64","168,200",100,"1,812","1,509","51,100",+100,"17,300","+1,200",2.95,2021/05/16 12:24:15
05/14,1971,中央ビルト工業(株),620,622,637,622,636,900,566,520～720,"1,513","2,378,740",0.00,0.00,(,(,2021/03,----/--,05/14,年初来高値,21/03/24,21/01/05,"21,900","-2,100",0,0,0.00,2021/05/16 12:24:14
05/14,1972,三晃金属工業(株),"2,510","2,534","2,580","2,522","2,522","9,200","23,488","2,010～3,010","9,987","3,960,000",1.98,50.00,15.89,0.49,158.72,"5,179.65","252,200",100,"3,230","2,453","86,900","+8,000","12,000","+10,600",7.24,2021/05/16 12:24:13
05/14,1973,ＮＥＣネッツエスアイ(株),"1,757","1,780","1,801","1,776","1,795","221,200","395,548","1,357～2,157","268,032","149,321,421",2.12,38.00,16.71,2.16,107.43,830.47,"179,500",100,"2,019","1,757","380,300","-37,100","25,200",-300,15.09,2021/05/16 12:24:11
05/14,1975,(株)朝日工業社,"2,864","2,914","2,951","2,899","2,908","3,300","9,628","2,364～3,365","19,774","6,800,000",3.44,100.00,10.33,0.57,210.91,"5,259.80","290,800",100,"3,245","2,800","2,200",-100,400,+400,5.50,2021/05/16 12:16:24
05/14,1976,明星工業(株),743,752,755,748,749,"65,400","49,110",593～893,"44,481","59,386,718",3.20,24.00,9.97,0.71,75.09,"1,053.19","74,900",100,869,743,"171,500","+31,300","7,600",+600,22.57,2021/05/16 12:26:16
05/14,1979,(株)大気社,"2,844","2,851","2,925","2,851","2,873","51,800","148,902","2,344～3,345","100,791","35,082,009",3.13,90.00,12.23,0.86,234.82,"3,338.12","287,300",100,"3,210","2,682","11,500","+1,800","80,900","-2,000",0.14,2021/05/16 12:26:14
05/14,1980,ダイダン(株),"2,615","2,639","2,719","2,637","2,680","15,700","42,085","2,115～3,115","61,591","22,981,901",3.36,90.00,11.02,0.77,243.29,"3,491.84","268,000",100,"3,150","2,615","18,900",+900,500,0,37.80,2021/05/16 12:26:12
05/14,1982,日比谷総合設備(株),"1,877","1,899","1,916","1,885","1,885","17,000","32,295","1,477～2,277","47,137","25,006,321",4.24,80.00,15.00,0.74,125.63,"2,556.56","188,500",100,"2,080","1,830","10,800",-900,"14,700",+700,0.73,2021/05/16 12:26:10
05/14,1992,神田通信機(株),953,951,952,937,940,"1,300","1,227","803～1,103","2,466","2,623,227",2.13,20.00,17.50,0.51,53.72,"1,850.03","94,000",100,"1,223",878,"21,700","+1,400",0,0,0.00,2021/05/16 12:26:09
05/14,1994,高橋カーテンウォール工業(株),685,700,715,675,692,"54,800","38,312",585～785,"6,611","9,553,011",3.61,25.00,5.58,0.58,123.91,"1,203.10","69,200",100,730,528,"108,500","-2,600",0,0,0.00,2021/05/16 12:26:07
05/14,2001,(株)ニップン,"1,573","1,600","1,607","1,581","1,602","106,900","171,049","1,173～1,973","126,276","78,824,009",2.25,36.00,17.55,0.77,117.29,"2,141.91","160,200",100,"1,740","1,554","33,000","-6,300","3,300",0,10.00,2021/05/16 12:25:24
05/14,2002,(株)日清製粉グループ本社,"1,797","1,811","1,844","1,805","1,835","756,700","1,381,411","1,397～2,197","558,497","304,357,891",2.02,37.00,32.09,1.32,57.19,"1,393.05","183,500",100,"1,950","1,610","110,600","-2,300","35,900","-3,100",3.08,2021/05/16 12:25:23
05/14,2003,日東富士製粉(株),"7,150","7,130","7,130","7,100","7,100",400,"2,843","5,650～8,650","33,316","4,692,364",2.87,204.00,10.49,0.82,677.12,"8,651.22","710,000",100,"8,000","6,550","4,800",+300,600,-100,8.00,2021/05/16 12:25:22
05/14,2004,昭和産業(株),"2,978","3,010","3,040","2,997","3,025","24,500","73,980","2,478～3,480","99,734","32,969,979",2.15,65.00,10.60,1.01,185.51,"3,079.85","302,500",100,"3,300","2,946","22,000",+300,"14,700",-800,1.50,2021/05/16 12:25:21
05/14,2009,鳥越製粉(株),800,801,810,797,797,"38,500","30,838",650～950,"20,751","26,036,374",1.76,14.00,27.28,0.59,29.22,"1,356.66","79,700",100,938,更新,"19,300",+300,300,"-2,300",64.33,2021/05/16 12:25:19
05/14,2053,中部飼料(株),"1,380","1,404","1,424","1,395","1,401","23,500","33,083","1,080～1,680","42,551","30,371,908",2.14,30.00,10.26,0.71,136.59,"1,985.96","140,100",100,"1,580","1,362","9,700","+2,400",300,+300,32.33,2021/05/16 12:25:18
05/14,2055,日和産業(株),333,330,332,325,329,"17,800","5,836",253～413,"6,853","20,830,825",1.82,6.00,21.18,0.36,15.53,919.51,"32,900",100,402,292,"174,100","-5,900","7,000","+1,400",24.87,2021/05/16 12:25:16
05/14,2058,(株)ヒガシマル,925,925,925,925,925,200,185,"775～1,075","4,390","4,746,000",0.97,9.00,26.07,0.74,67.73,"1,338.70","92,500",100,"1,000",852,---,(,--/--,),(,2021/05/16 12:25:15
05/14,2060,フィード・ワン(株),802,811,827,806,815,"66,700","54,618",652～952,"32,174","39,477,128",3.07,25.00,8.67,0.76,94.02,"1,074.63","81,500",100,962,802,"173,900","+3,300","21,900",-400,7.94,2021/05/16 12:25:13
05/14,2107,東洋精糖(株),"1,191","1,194","1,195","1,183","1,183","9,000","10,692","891～1,491","6,454","5,456,000",2.96,35.00,11.73,0.69,100.87,"1,726.31","118,300",100,"1,283",更新,"7,300","-3,900",0,0,0.00,2021/05/16 12:25:12
05/14,2108,日本甜菜製糖(株),"1,630","1,630","1,658","1,627","1,654","27,600","45,541","1,230～2,030","25,349","15,325,642",3.02,50.00,15.45,0.34,107.05,"4,886.11","165,400",100,"1,788","1,575","36,300","+4,600",300,-600,121.00,2021/05/16 12:16:22
05/14,2109,ＤＭ三井製糖ホールディングス(株),"1,832","1,833","1,866","1,831","1,856","37,700","69,871","1,432～2,232","60,579","32,639,780",2.69,50.00,19.88,0.57,93.38,"3,263.15","185,600",100,"2,089","1,786","58,600","-1,100","3,100","-1,400",18.90,2021/05/16 12:28:08
05/14,2112,塩水港精糖(株),225,226,229,226,227,"31,700","7,208",145～305,"7,945","35,000,000",2.20,5.00,16.65,0.62,13.63,365.40,"22,700",100,276,217,"483,300","-4,100","52,800","+1,700",9.15,2021/05/16 12:28:06
05/14,2114,フジ日本精糖(株),553,554,554,553,553,"3,500","1,938",453～653,"16,451","29,748,200",1.99,11.00,14.85,0.81,37.24,684.04,"55,300",100,600,542,"10,700","+6,200","2,600","+1,500",4.12,2021/05/16 12:28:05
05/14,2117,日新製糖(株),"1,760","1,779","1,793","1,730","1,730","37,600","66,027","1,360～2,160","39,226","22,673,883",3.76,65.00,38.21,0.80,63.39,"2,197.84","173,000",100,"1,960",更新,"6,400",+400,0,0,0.00,2021/05/16 12:27:54
05/14,2120,(株)ＬＩＦＵＬＬ,369,360,376,355,370,"494,300","180,500",289～449,"49,669","134,239,870",---,(,倍,倍,(,(,(,株,(,(,"680,800","-16,600","338,300","-6,100",2.01,2021/05/16 12:27:40
05/14,2121,(株)ミクシィ,"2,642","2,653","2,677","2,626","2,666","351,600","934,332","2,142～3,145","208,563","78,230,850",4.13,110.00,23.64,1.07,112.77,"2,497.55","266,600",100,"3,045","2,416","466,100","-51,300","217,300","-4,900",2.14,2021/05/16 12:27:38
05/14,2122,(株)インタースペース,998,996,996,996,996,100,100,"848～1,148","6,939","6,967,200",2.01,20.00,19.86,1.32,50.15,755.85,"99,600",100,"1,300",996,"191,900","-1,600",0,0,0.00,2021/05/16 12:27:37
05/14,2124,ＪＡＣ　Ｒｅｃｒｕｉｔｍｅｎｔ,"1,724","1,754","1,771","1,720","1,732","33,600","58,359","1,324～2,124","73,203","42,265,000",4.04,70.00,21.24,4.99,82.53,263.92,"173,200",100,"1,970","1,562","66,400","+2,700","21,000","+1,400",3.16,2021/05/16 12:27:36
05/14,2127,(株)日本Ｍ＆Ａセンター,"2,546","2,616","2,673","2,591","2,662","1,149,100","3,035,885","2,046～3,050","895,861","336,536,800",0.68,18.00,73.07,19.47,36.43,136.71,"266,200",100,"3,545","2,540","1,406,700","+25,500","224,200","-11,500",6.27,2021/05/16 12:27:24
05/14,2130,(株)メンバーズ,"2,653","2,685","2,749","2,635","2,708","71,600","193,558","2,153～3,155","35,151","12,980,300",0.87,23.50,29.11,7.57,93.02,357.96,"270,800",100,"3,040","2,254","123,500","-1,600","13,900","-20,100",8.88,2021/05/16 12:27:23
05/14,2134,燦キャピタルマネージメント(株),40,41,43,40,42,"1,526,600","64,018",10～70,"3,335","79,413,244",0.00,0.00,(,(,2022/03,2020/03,05/14,年初来高値,21/04/27,21/01/04,"9,768,900","-438,500",0,0,0.00,2021/05/16 12:27:21
05/14,2136,(株)ヒップ,785,788,801,788,792,"4,500","3,567",635～935,"3,148","3,975,300",3.79,30.00,10.93,1.03,72.45,771.88,"79,200",100,955,602,"87,800","+2,200",0,0,0.00,2021/05/16 12:27:15
05/14,2138,クルーズ(株),"2,004","2,000","2,170","1,904","2,140","403,800","834,608","1,504～2,504","27,729","12,957,600",---,(,--:--,05/14,BPS,最低購入代金,単元株数,"2,429",年初来安値,※参考指標のリンクは、IFIS株予報のページへ移動します。,"596,900","+3,400","186,900","-5,400",3.19,2021/05/16 12:27:11
05/14,2139,(株)中広,347,349,349,346,347,"2,300",800,267～427,"2,444","7,044,000",1.44,5.00,30.25,1.37,11.47,252.48,"34,700",100,398,316,"94,200","+1,200","8,700",+100,10.83,2021/05/16 12:27:10
05/14,2146,ＵＴグループ(株),"3,010","3,125","3,175","3,030","3,135","225,600","704,645","2,310～3,710","126,538","40,363,067",---,(,倍,倍,(,(,(,株,(,(,"135,700","-7,100","77,000","+10,500",1.76,2021/05/16 12:27:09
05/14,2148,アイティメディア(株),"1,653","1,700","1,729","1,648","1,676","221,700","370,056","1,253～2,053","34,413","20,532,600",1.31,22.00,21.02,4.67,79.72,359.11,"167,600",100,"2,477",更新,"443,300","+7,100",200,+200,"2,216.50",2021/05/16 12:27:08
05/14,2150,(株)ケアネット,"4,620","5,320",ストップ高,用語,"5,190",用語,用語,用語,"57,339","11,048,000",0.15,8.00,38.49,14.97,134.85,346.72,"519,000",100,"5,900","3,870","408,300","+52,300","8,200","+8,200",49.79,2021/05/16 12:27:06
05/14,2151,(株)タケエイ,"1,203","1,230","1,258","1,217","1,250","183,900","228,349","903～1,503","35,770","28,616,300",2.40,30.00,16.03,1.07,94.15,"1,196.98","125,000",100,"1,482","1,171","492,700","+2,800",600,+500,821.17,2021/05/16 12:27:05
05/14,2152,幼児活動研究会(株),"1,057","1,093","1,111","1,061","1,075","22,100","23,970","757～1,357","12,668","11,784,000",---,(,倍,倍,(,(,(,株,(,(,"152,200","-1,100",400,-500,380.50,2021/05/16 12:26:54
05/14,2153,Ｅ・Ｊホールディングス(株),"1,087","1,109","1,113","1,089","1,097","67,900","74,716","787～1,387","17,639","16,078,920",2.46,27.00,7.97,0.79,137.61,"1,396.05","109,700",100,"1,194",980,"608,800","+54,100","16,600",0,36.67,2021/05/16 12:29:10
05/14,2154,(株)夢真ビーネックスグループ,"1,376","1,377","1,394","1,357","1,381","245,700","338,210","1,076～1,676","125,250","90,695,183",3.19,44.00,(,(,2021/06,2020/06,05/14,年初来高値,21/03/30,21/01/18,"551,000","-40,200","262,800","-13,300",2.10,2021/05/16 12:29:09
05/14,2156,セーラー広告(株),275,280,289,280,288,"3,700","1,048",195～355,"1,750","6,078,000",---,(,--:--,05/14,BPS,最低購入代金,単元株数,395,年初来安値,※参考指標のリンクは、IFIS株予報のページへ移動します。,"59,600","+2,300",0,0,0.00,2021/05/16 12:29:08
05/14,2157,(株)コシダカホールディングス,534,544,553,539,548,"546,000","299,300",434～634,"45,100","82,300,000",---,(,--:--,05/14,BPS,最低購入代金,単元株数,672,年初来安値,※参考指標のリンクは、IFIS株予報のページへ移動します。,"1,354,400","+29,700","312,000","-9,200",4.34,2021/05/16 12:29:06
05/14,2158,(株)ＦＲＯＮＴＥＯ,689,705,715,696,715,"182,900","129,259",589～789,"28,034","39,207,862",0.00,0.00,"2,750.00",7.43,0.26,96.23,"71,500",100,883,595,"2,307,000","-12,000","5,000",0,461.40,2021/05/16 12:29:05
05/14,2159,(株)フルスピード,404,404,408,403,406,"14,600","5,909",324～484,"6,322","15,571,000",---,(,倍,倍,(,(,(,株,(,(,"668,900","-29,400",0,0,0.00,2021/05/16 12:29:04
05/14,2160,(株)ジーエヌアイグループ,"1,841","1,854","2,021","1,831","1,935","1,313,600","2,533,561","1,441～2,241","88,793","45,887,943",0.00,0.00,108.22,7.65,17.88,252.80,"193,500",100,"2,564","1,742","4,999,700","-28,000",600,"-6,100","8,332.83",2021/05/16 12:28:54
05/14,2162,ｎｍｓホールディングス(株),433,426,438,404,411,"364,100","153,843",353～513,"8,882","21,611,000",0.97,4.00,(,(,2022/03,2020/03,05/14,年初来高値,21/05/12,21/01/05,"616,800","-45,100","31,600",-300,19.52,2021/05/16 12:28:40
05/14,2163,(株)アルトナー,774,776,788,776,785,"7,800","6,101",624～924,"8,343","10,627,920",2.93,23.00,14.81,2.67,52.99,293.93,"78,500",100,924,773,"105,200",+800,600,+100,175.33,2021/05/16 12:28:38
05/14,2164,(株)地域新聞社,750,735,753,735,750,"1,700","1,269",600～900,"1,431","1,907,500",0.00,0.00,(,(,2021/08,2020/08,05/14,年初来高値,21/02/04,21/04/26,"263,100","-6,700",0,0,0.00,2021/05/16 12:28:37
05/14,2168,(株)パソナグループ,"1,818","1,847","1,878","1,831","1,863","109,300","202,970","1,418～2,218","77,669","41,690,300",1.61,30.00,11.76,1.98,158.45,939.49,"186,300",100,"2,283","1,720","160,600","+2,300","178,300","-5,100",0.90,2021/05/16 12:28:36
05/14,2169,ＣＤＳ(株),"1,516","1,549","1,549","1,524","1,534","2,900","4,455","1,116～1,916","10,622","6,924,400",3.26,50.00,16.96,1.57,90.47,974.44,"153,400",100,"1,568","1,316","52,200","-1,900","1,500",-700,34.80,2021/05/16 12:28:23
05/14,2170,(株)リンクアンドモチベーション,627,610,612,564,573,"910,400","528,995",527～727,"64,788","113,068,000",1.26,7.20,105.52,15.80,5.43,36.26,"57,300",100,695,498,"218,500","-42,100","402,300","-45,600",0.54,2021/05/16 12:28:22
05/14,2172,(株)インサイト,384,384,384,367,381,"1,300",486,304～464,612,"1,605,000",2.20,8.40,43.69,1.38,-31.15,294.23,"38,100",100,432,更新,---,(,--/--,),(,2021/05/16 12:28:21
05/14,2173,(株)博展,366,367,382,367,381,"14,500","5,417",286～446,"3,032","7,957,200",---,(,倍,倍,(,(,(,株,(,(,"160,200","-15,300","5,600",-100,28.61,2021/05/16 12:28:15
05/14,2174,ＧＣＡ(株),814,843,866,834,866,"496,900","425,175",664～964,"38,722","44,713,903",4.04,35.00,18.00,1.67,48.12,518.03,"86,600",100,884,678,"646,200","-8,400","152,100","-7,600",4.25,2021/05/16 12:28:12
05/14,2175,(株)エス・エム・エス,"2,913","2,894","2,946","2,855","2,939","284,100","828,338","2,413～3,415","256,015","87,109,600",---,(,倍,倍,(,(,(,株,(,(,"223,600","+33,500","199,600",-200,1.12,2021/05/16 12:28:11
05/14,2176,(株)イナリサーチ,738,736,736,721,723,"31,400","22,877",588～888,"2,168","2,998,800",0.69,5.00,20.45,2.10,35.35,343.90,"72,300",100,860,更新,"260,100","+3,800",0,0,0.00,2021/05/16 12:28:10
05/14,2178,(株)トライステージ,383,390,390,384,386,"29,400","11,329",303～463,"11,780","30,517,200",1.81,7.00,11.52,1.46,33.52,264.82,"38,600",100,497,380,"826,100","-14,600",0,0,0.00,2021/05/16 12:28:09
05/14,2179,(株)成学社,797,796,802,796,796,500,400,647～947,"4,677","5,876,000",0.75,6.00,(,(,2022/03,2020/03,05/14,年初来高値,21/03/26,21/01/04,"4,700","+1,200",700,-200,6.71,2021/05/16 12:26:41
05/14,2180,(株)サニーサイドアップグループ,707,713,735,713,720,"12,900","9,369",557～857,"10,938","15,191,600",0.28,2.00,(,(,2021/06,2020/06,05/14,年初来高値,21/04/06,21/01/05,"48,500",+700,0,0,0.00,2021/05/16 12:30:19
05/14,2181,パーソルホールディングス(株),"1,939","1,987","2,028","1,950","1,996","524,700","1,047,317","1,539～2,339","472,463","236,704,861",1.30,26.00,31.78,3.04,80.39,682.80,"199,600",100,"2,352","1,805","30,800",+700,"43,700","-2,100",0.70,2021/05/16 12:30:12
05/14,2183,(株)リニカル,706,719,738,719,730,"27,400","20,016",556～856,"18,060","24,740,000",1.92,14.00,(,(,),),),用語,),),"113,600","+4,400","1,700",-100,66.82,2021/05/16 12:30:09
05/14,2185,(株)シイエム・シイ,"2,300","2,426","2,432","2,260","2,432","3,600","8,360","1,800～2,800","17,467","7,182,000",2.06,50.00,10.63,1.11,230.33,"2,238.95","243,200",100,"2,695","2,132","6,900","+1,000",0,0,0.00,2021/05/16 12:30:09
05/14,2186,ソーバル(株),990,992,995,989,995,"3,100","3,078","840～1,140","8,127","8,167,498",3.32,33.00,20.82,2.43,47.79,409.71,"99,500",100,"1,005",900,"81,000","-2,000",0,0,0.00,2021/05/16 12:30:07
05/14,2191,テラ(株),215,215,220,215,217,"130,900","28,392",135～295,"5,496","25,327,356",0.00,0.00,(,(,),),),用語,),),"3,029,900","-100,900","616,300","-180,000",4.92,2021/05/16 12:30:06
05/14,2193,クックパッド(株),254,254,260,252,256,"753,400","193,605",174～334,"27,502","107,429,400",0.00,0.00,(,(,),),),用語,),),"2,529,400","-57,900","106,200","-7,800",23.82,2021/05/16 12:30:05
05/14,2195,アミタホールディングス(株),"3,005","3,075","3,075","3,075","3,075",100,308,"2,305～3,705","3,596","1,169,424",---,(,倍,倍,(,(,(,株,(,(,"2,500",-300,0,0,0.00,2021/05/16 12:30:03
05/14,2196,(株)エスクリ,388,396,403,390,398,"44,800","17,826",308～468,"5,487","13,786,500",0.00,0.00,(,(,),),),用語,),),"931,100","+44,500","80,300","-21,300",11.60,2021/05/16 12:30:02
05/14,2198,アイ・ケイ・ケイ(株),616,625,635,620,630,"25,600","16,091",516～716,"18,873","29,956,800",---,(,--:--,05/14,BPS,最低購入代金,単元株数,732,年初来安値,※参考指標のリンクは、IFIS株予報のページへ移動します。,"29,200","-20,800","122,600","-257,800",0.24,2021/05/16 12:29:51
05/14,2201,森永製菓(株),"3,570","3,540","3,540","3,470","3,490","301,800","1,055,809","2,870～4,270","189,122","54,189,769",2.29,80.00,15.00,1.43,232.61,"2,445.53","349,000",100,"4,470",更新,"112,300","+6,600","9,900","-3,900",11.34,2021/05/16 12:29:38
05/14,2204,(株)中村屋,"3,780","3,780","3,815","3,780","3,795","2,200","8,357","3,080～4,480","22,680","5,976,205",1.32,50.00,(,(,2022/03,----/--,05/14,年初来高値,21/03/22,21/05/13,"3,000",+500,"2,900",-100,1.03,2021/05/16 12:29:37
05/14,2206,江崎グリコ(株),"4,285","4,300","4,360","4,290","4,355","312,100","1,350,377","3,585～4,985","298,181","68,468,569",1.61,70.00,23.53,1.23,185.10,"3,549.16","435,500",100,"4,785","4,080","172,100","+49,600","36,800","-170,900",4.68,2021/05/16 12:29:36
