,date,code,name,market,code_33,category_33,code_17,category_17,code_scale,scale
0,20171031,1301,極洋,市場第一部（内国株）,50,水産・農林業,1,食品 ,7,TOPIX Small 2
1,20171031,1305,ダイワ上場投信－トピックス,ETF・ETN,-,-,-,-,-,-
2,20171031,1306,ＴＯＰＩＸ連動型上場投資信託,ETF・ETN,-,-,-,-,-,-
3,20171031,1308,上場インデックスファンドＴＯＰＩＸ,ETF・ETN,-,-,-,-,-,-
4,20171031,1309,上海株式指数・上証５０連動型上場投資信託,ETF・ETN,-,-,-,-,-,-
5,20171031,1310,ダイワ上場投信－トピックス・コア３０,ETF・ETN,-,-,-,-,-,-
6,20171031,1311,ＴＯＰＩＸ　Ｃｏｒｅ　３０　連動型上場投資信託,ETF・ETN,-,-,-,-,-,-
7,20171031,1312,ラッセル野村小型コア・インデックス連動型上場投資信託,ETF・ETN,-,-,-,-,-,-
8,20171031,1313,サムスンＫＯＤＥＸ２００証券上場指数投資信託［株式］,ETF・ETN,-,-,-,-,-,-
9,20171031,1314,上場インデックスファンドＳ＆Ｐ日本新興株１００,ETF・ETN,-,-,-,-,-,-
10,20171031,1319,日経３００株価指数連動型上場投資信託,ETF・ETN,-,-,-,-,-,-
11,20171031,1320,ダイワ上場投信－日経２２５,ETF・ETN,-,-,-,-,-,-
12,20171031,1321,日経２２５連動型上場投資信託,ETF・ETN,-,-,-,-,-,-
13,20171031,1322,上場インデックスファンド中国Ａ株（パンダ）ＣＳＩ３００,ETF・ETN,-,-,-,-,-,-
14,20171031,1323,ＮＥＸＴ　ＦＵＮＤＳ　南アフリカ株式指数・ＦＴＳＥ／ＪＳＥ　Ａｆｒｉｃａ　Ｔｏｐ４０連動型上場投信,ETF・ETN,-,-,-,-,-,-
15,20171031,1324,ＮＥＸＴ　ＦＵＮＤＳ　ロシア株式指数・ＲＴＳ連動型上場投信,ETF・ETN,-,-,-,-,-,-
16,20171031,1325,ＮＥＸＴ　ＦＵＮＤＳ　ブラジル株式指数・ボベスパ連動型上場投信,ETF・ETN,-,-,-,-,-,-
17,20171031,1326,ＳＰＤＲゴールド・シェア,ETF・ETN,-,-,-,-,-,-
18,20171031,1327,Ｓ＆Ｐ　ＧＳＣＩ商品指数　エネルギー＆メタル・キャップド・コンポーネント３５／２０・ＴＨＥＡＭ・イージーＵＣＩＴＳ・ＥＴＦクラスＡ米ドル建受益証券,ETF・ETN,-,-,-,-,-,-
19,20171031,1328,金価格連動型上場投資信託,ETF・ETN,-,-,-,-,-,-
20,20171031,1329,ｉシェアーズ　日経２２５　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
21,20171031,1330,上場インデックスファンド２２５,ETF・ETN,-,-,-,-,-,-
22,20171031,1332,日本水産,市場第一部（内国株）,50,水産・農林業,1,食品 ,4,TOPIX Mid400
23,20171031,1333,マルハニチロ,市場第一部（内国株）,50,水産・農林業,1,食品 ,4,TOPIX Mid400
