,Code,StockName,Date,Open,High,Low,Close,Volume,AdjClose
377,2445,エスアールジータカミヤ(株),2014-12-26,分割: 1株 -> 2株,,,,,
378,2453,ジャパンベストレスキューシステム(株),2005-12-27,分割: 1株 -> 2株,,,,,
379,2453,ジャパンベストレスキューシステム(株),2007-02-23,分割: 1株 -> 2株,,,,,
380,2453,ジャパンベストレスキューシステム(株),2013-09-26,分割: 1株 -> 5株,,,,,
381,2453,ジャパンベストレスキューシステム(株),2014-03-27,分割: 1株 -> 100株,,,,,
382,2454,(株)オールアバウト,2006-03-28,分割: 1株 -> 2株,,,,,
383,2454,(株)オールアバウト,2013-09-26,分割: 1株 -> 100株,,,,,
384,2458,(株)夢テクノロジー,2006-03-28,分割: 1株 -> 4株,,,,,
385,2458,(株)夢テクノロジー,2014-03-27,分割: 1株 -> 100株,,,,,
386,2458,(株)夢テクノロジー,2017-04-20,分割: 1株 -> 2株,,,,,
387,2459,アウンコンサルティング(株),2006-01-26,分割: 1株 -> 4株,,,,,
388,2459,アウンコンサルティング(株),2012-11-28,分割: 1株 -> 100株,,,,,
389,2461,(株)ファンコミュニケーションズ,2006-02-23,分割: 1株 -> 5株,,,,,
390,2461,(株)ファンコミュニケーションズ,2012-12-26,分割: 1株 -> 100株,,,,,
391,2461,(株)ファンコミュニケーションズ,2013-04-25,分割: 1株 -> 2株,,,,,
392,2461,(株)ファンコミュニケーションズ,2013-09-26,分割: 1株 -> 2株,,,,,
393,2461,(株)ファンコミュニケーションズ,2014-03-27,分割: 1株 -> 2株,,,,,
394,2462,ライク(株),2006-02-23,分割: 1株 -> 3株,,,,,
395,2462,ライク(株),2011-05-27,分割: 1株 -> 200株,,,,,
396,2462,ライク(株),2017-08-29,分割: 1株 -> 2株,,,,,
397,2464,(株)ビジネス・ブレークスルー,2013-09-26,分割: 1株 -> 200株,,,,,
398,2468,(株)フュートレック,2009-09-25,分割: 1株 -> 2株,,,,,
399,2468,(株)フュートレック,2012-09-26,分割: 1株 -> 200株,,,,,
400,2469,ヒビノ(株),2017-03-29,分割: 1株 -> 2株,,,,,
401,2471,(株)エスプール,2012-11-28,分割: 1株 -> 100株,,,,,
402,2475,ＷＤＢホールディングス(株),2013-03-27,分割: 1株 -> 200株,,,,,
403,2475,ＷＤＢホールディングス(株),2014-12-26,分割: 1株 -> 2株,,,,,
404,2477,手間いらず(株),2013-06-26,分割: 1株 -> 100株,,,,,
405,2477,手間いらず(株),2015-06-26,分割: 1株 -> 2株,,,,,
406,2479,(株)ジェイテック,2011-03-29,分割: 1株 -> 2株,,,,,
407,2479,(株)ジェイテック,2013-03-27,分割: 1株 -> 200株,,,,,
408,2480,システム・ロケーション(株),2006-12-29,分割: 1株 -> 3株,,,,,
409,2483,(株)翻訳センター,2013-03-27,分割: 1株 -> 100株,,,,,
410,2484,夢の街創造委員会(株),2007-08-28,分割: 1株 -> 3株,,,,,
411,2484,夢の街創造委員会(株),2013-02-26,分割: 1株 -> 100株,,,,,
412,2484,夢の街創造委員会(株),2014-04-16,分割: 1株 -> 2株,,,,,
413,2484,夢の街創造委員会(株),2017-02-24,分割: 1株 -> 4株,,,,,
414,2485,(株)ティア,2013-09-26,分割: 1株 -> 2株,,,,,
415,2485,(株)ティア,2014-09-26,分割: 1株 -> 2株,,,,,
416,2487,(株)ＣＤＧ,2012-03-28,分割: 1株 -> 3株,,,,,
417,2488,日本サード・パーティ(株),2007-07-26,分割: 1株 -> 3株,,,,,
418,2488,日本サード・パーティ(株),2013-03-27,分割: 1株 -> 100株,,,,,
419,2489,(株)アドウェイズ,2006-09-26,分割: 1株 -> 5株,,,,,
420,2489,(株)アドウェイズ,2013-09-26,分割: 1株 -> 500株,,,,,
421,2491,バリューコマース(株),2006-12-26,分割: 1株 -> 2株,,,,,
422,2491,バリューコマース(株),2013-06-26,分割: 1株 -> 100株,,,,,
423,2491,バリューコマース(株),2013-09-26,分割: 1株 -> 2株,,,,,
424,2492,(株)インフォマート,2012-12-26,分割: 1株 -> 200株,,,,,
425,2492,(株)インフォマート,2013-06-26,分割: 1株 -> 2株,,,,,
426,2492,(株)インフォマート,2013-12-26,分割: 1株 -> 2株,,,,,
427,2492,(株)インフォマート,2014-12-26,分割: 1株 -> 2株,,,,,
428,2492,(株)インフォマート,2016-12-28,分割: 1株 -> 2株,,,,,
429,2493,イーサポートリンク(株),2013-05-29,分割: 1株 -> 100株,,,,,
430,2497,ユナイテッド(株),2007-03-27,分割: 1株 -> 3株,,,,,
431,2497,ユナイテッド(株),2011-09-28,分割: 1株 -> 100株,,,,,
432,2499,日本和装ホールディングス(株),2013-06-26,分割: 1株 -> 100株,,,,,
433,2501,サッポロホールディングス(株),2016-06-28,分割: 1株 -> 0.2株,,,,,
434,2540,養命酒製造(株),2015-09-28,分割: 1株 -> 0.5株,,,,,
435,2579,コカ・コーラボトラーズジャパン(株),2000-12-26,分割: 1株 -> 1.1株,,,,,
436,2588,(株)プレミアムウォーターホールディングス,2013-09-26,分割: 1株 -> 3株,,,,,
437,2593,(株)伊藤園,2006-02-23,分割: 1株 -> 2株,,,,,
438,2593,(株)伊藤園,2007-08-28,分割: 1株 -> 1.3株,,,,,
439,2597,(株)ユニカフェ,2003-09-25,分割: 1株 -> 1.3株,,,,,
440,2602,日清オイリオグループ(株),2017-09-27,分割: 1株 -> 0.2株,,,,,
441,2608,ボーソー油脂(株),2017-09-27,分割: 1株 -> 0.1株,,,,,
442,2613,(株)Ｊ−オイルミルズ,2016-09-28,分割: 1株 -> 0.1株,,,,,
443,2652,(株)まんだらけ,2009-04-01,分割: 1株 -> 300.03株,,,,,
444,2652,(株)まんだらけ,2015-03-27,分割: 1株 -> 6株,,,,,
445,2653,イオン九州(株),2003-02-17,分割: 1株 -> 1.2株,,,,,
446,2654,(株)アスモ,2017-09-27,分割: 1株 -> 0.1株,,,,,
447,2655,マックスバリュ東北(株),2003-02-17,分割: 1株 -> 1.2株,,,,,
448,2656,(株)ベクター,2001-12-25,分割: 1株 -> 3株,,,,,
449,2656,(株)ベクター,2010-03-29,分割: 1株 -> 2株,,,,,
450,2656,(株)ベクター,2012-09-26,分割: 1株 -> 100株,,,,,
451,2659,(株)サンエー,2013-08-28,分割: 1株 -> 2株,,,,,
452,2664,(株)カワチ薬品,2004-03-10,分割: 1株 -> 2株,,,,,
453,2667,(株)イメージ　ワン,2001-03-27,分割: 1株 -> 1.5株,,,,,
454,2667,(株)イメージ　ワン,2004-05-26,分割: 1株 -> 2株,,,,,
455,2667,(株)イメージ　ワン,2005-05-26,分割: 1株 -> 2株,,,,,
456,2667,(株)イメージ　ワン,2014-03-27,分割: 1株 -> 100株,,,,,
457,2668,タビオ(株),2001-08-28,分割: 1株 -> 2株,,,,,
458,2669,カネ美食品(株),2001-03-27,分割: 1株 -> 1.2株,,,,,
459,2669,カネ美食品(株),2002-03-26,分割: 1株 -> 1.1株,,,,,
460,2669,カネ美食品(株),2004-03-26,分割: 1株 -> 1.1株,,,,,
461,2670,(株)エービーシー・マート,2005-09-27,分割: 1株 -> 2株,,,,,
462,2673,夢みつけ隊(株),2004-09-27,分割: 1株 -> 2株,,,,,
463,2674,(株)ハードオフコーポレーション,2005-09-27,分割: 1株 -> 2株,,,,,
464,2676,高千穂交易(株),2004-09-27,分割: 1株 -> 1.5株,,,,,
465,2678,アスクル(株),2005-11-15,分割: 1株 -> 2株,,,,,
466,2681,(株)ゲオホールディングス,2004-03-26,分割: 1株 -> 2株,,,,,
467,2681,(株)ゲオホールディングス,2006-03-28,分割: 1株 -> 2株,,,,,
468,2681,(株)ゲオホールディングス,2013-09-26,分割: 1株 -> 100株,,,,,
469,2683,(株)魚喜,2013-08-28,分割: 1株 -> 0.2株,,,,,
470,2685,(株)アダストリア,2003-02-25,分割: 1株 -> 1.5株,,,,,
471,2685,(株)アダストリア,2004-02-24,分割: 1株 -> 1.2株,,,,,
472,2685,(株)アダストリア,2004-06-25,分割: 1株 -> 1.5株,,,,,
473,2685,(株)アダストリア,2016-02-25,分割: 1株 -> 2株,,,,,
474,2687,(株)シー・ヴイ・エス・ベイエリア,2004-08-26,分割: 1株 -> 3株,,,,,
475,2687,(株)シー・ヴイ・エス・ベイエリア,2012-05-29,分割: 1株 -> 2株,,,,,
476,2687,(株)シー・ヴイ・エス・ベイエリア,2016-08-29,分割: 1株 -> 0.1株,,,,,
477,2693,ＹＫＴ(株),2004-03-26,分割: 1株 -> 1.2株,,,,,
478,2693,ＹＫＴ(株),2004-12-27,分割: 1株 -> 1.1株,,,,,
479,2693,ＹＫＴ(株),2005-12-27,分割: 1株 -> 1.2株,,,,,
480,2694,(株)ジー・テイスト,2005-09-27,分割: 1株 -> 2株,,,,,
481,2694,(株)ジー・テイスト,2006-10-26,分割: 1株 -> 3株,,,,,
482,2695,(株)くらコーポレーション,2006-04-25,分割: 1株 -> 2株,,,,,
483,2695,(株)くらコーポレーション,2010-04-27,分割: 1株 -> 200株,,,,,
484,2698,(株)キャンドゥ,2004-11-25,分割: 1株 -> 2株,,,,,
485,2698,(株)キャンドゥ,2013-05-29,分割: 1株 -> 100株,,,,,
486,2706,(株)ブロッコリー,2002-02-25,分割: 1株 -> 2株,,,,,
487,2715,エレマテック(株),2004-09-27,分割: 1株 -> 2株,,,,,
488,2721,(株)ジェイホールディングス,2013-12-26,分割: 1株 -> 100株,,,,,
489,2722,(株)アイケイ,2002-05-28,分割: 1株 -> 2株,,,,,
490,2722,(株)アイケイ,2007-05-28,分割: 1株 -> 2株,,,,,
491,2722,(株)アイケイ,2013-05-29,分割: 1株 -> 100株,,,,,
492,2726,(株)パルグループホールディングス,2005-02-23,分割: 1株 -> 1.1株,,,,,
493,2726,(株)パルグループホールディングス,2005-10-26,分割: 1株 -> 1.2株,,,,,
494,2726,(株)パルグループホールディングス,2007-02-23,分割: 1株 -> 1.2株,,,,,
495,2726,(株)パルグループホールディングス,2013-02-26,分割: 1株 -> 2株,,,,,
496,2733,(株)あらた,2015-07-29,分割: 1株 -> 0.2株,,,,,
497,2735,(株)ワッツ,2002-12-25,分割: 1株 -> 2株,,,,,
498,2735,(株)ワッツ,2004-02-24,分割: 1株 -> 1.5株,,,,,
499,2735,(株)ワッツ,2006-08-28,分割: 1株 -> 2株,,,,,
500,2735,(株)ワッツ,2009-12-28,分割: 1株 -> 200株,,,,,
501,2735,(株)ワッツ,2013-02-26,分割: 1株 -> 2株,,,,,
502,2736,(株)サダマツ,2004-08-26,分割: 1株 -> 2株,,,,,
503,2742,(株)ハローズ,2006-02-23,分割: 1株 -> 2株,,,,,
504,2743,ピクセルカンパニーズ(株),2013-12-26,分割: 1株 -> 100株,,,,,
505,2749,(株)ＪＰホールディングス,2011-05-27,分割: 1株 -> 2株,,,,,
506,2749,(株)ＪＰホールディングス,2013-06-26,分割: 1株 -> 5株,,,,,
507,2751,(株)テンポスバスターズ,2003-04-24,分割: 1株 -> 2株,,,,,
508,2751,(株)テンポスバスターズ,2004-04-26,分割: 1株 -> 2株,,,,,
509,2751,(株)テンポスバスターズ,2013-10-29,分割: 1株 -> 300.03株,,,,,
510,2752,(株)フジオフードシステム,2004-06-25,分割: 1株 -> 2株,,,,,
511,2752,(株)フジオフードシステム,2005-12-27,分割: 1株 -> 2株,,,,,
